Sno,Weight
240,-0.09847436
241,0.043124877
242,-0.010799565
243,-0.0038582697
244,0.024463622
245,-0.022823323
246,0.013876727
247,0.0134812845
248,-0.0018794518
249,0.0026852596
250,-0.0048720147
251,-0.002797424
252,0.0005460305
253,-0.006785126
254,-0.008933378
255,-0.03422932
256,0.04210099
257,-0.0075755627
258,0.007483435
259,-0.015855754
260,-0.004397352
261,0.0014849178
262,0.010013823
263,0.004108959
264,0.015016467
265,-0.01928629
266,0.007793099
267,0.034712784
268,-0.0039150063
269,0.00042314007
270,-0.014382918
271,0.012382225
272,-0.009950726
273,-0.00072959054
274,-0.007362765
275,-0.013111109
276,0.019499425
277,0.016180785
278,0.015102078
279,0.0051167565
280,0.008399664
281,0.014745212
282,-0.006683161
283,-0.035419904
284,0.017863445
285,-0.0077080554
286,-0.0048926463
287,-0.026717234
288,-0.0324173
289,-0.013849291
290,-0.02400918
291,-0.008972532
292,0.023263283
293,-0.0070564947
294,-0.008290838
295,0.028418528
296,-0.00069676334
297,0.024427423
298,0.014804092
299,-0.0263273
300,0.008641944
301,0.03431781
302,0.006120244
303,-0.024775468
304,-0.006638095
305,-0.009721784
306,0.011628937
307,-0.033907015
308,-0.014317152
309,0.0236505
310,-0.014743684
311,-0.0140580535
312,-0.003980734
313,-0.045599755
314,0.0030447324
315,-0.026116535
316,-0.0010280549
317,0.008970129
318,0.017858513
319,-0.014361732
320,0.0042643514
321,0.006101644
322,-0.009399031
323,0.028724097
324,-0.022125337
325,0.020591153
326,0.0133380545
327,-0.018906195
328,0.027985368
329,0.030434199
330,-0.045405634
331,0.048446666
332,0.009257711
333,-0.008664344
334,0.0035870527
335,-0.026714565
336,0.026625846
337,-0.0009398367
338,0.011479414
339,-0.025852976
340,-0.009826536
341,-0.011698514
342,-0.019413946
343,-0.004160452
344,-0.016314283
345,0.021107916
346,-0.006459648
347,0.01986349
348,0.025758786
349,0.0015816032
350,0.0009218086
351,0.034554526
352,0.03773982
353,-0.0020464973
354,-0.0029560542
355,0.032919772
356,0.022170587
357,0.008910663
358,0.0033826535
359,0.007609463
360,-0.027844347
361,-0.005207828
362,0.005095109
363,0.036950566
364,0.017601818
365,-0.0060243215
366,0.042085987
367,0.010424292
368,-0.0075985864
369,0.030410858
370,0.030195232
371,0.0066733784
372,0.024963059
373,0.015920125
374,0.025174093
375,-0.009304957
376,-0.0017499819
377,0.021535844
378,-0.013676059
379,-0.016330013
380,-0.0108787
381,0.011139833
382,0.048844356
383,0.011800778
384,-0.0050714808
385,-0.0048542703
386,-0.083251
387,-0.059157837
388,0.0049654357
389,-0.01599407
390,-0.023046289
391,-0.052646335
392,-0.09091609
393,-0.011530274
394,-0.023755172
395,0.0031043934
396,-0.03714127
397,0.00047694665
398,-0.0211704
399,0.0023528445
400,-0.0029538884
401,-0.015692674
402,-0.0014986666
403,-0.025983721
404,-0.056783814
405,0.005522972
406,0.0016198223
407,-0.0066135693
408,-0.030007258
409,-0.0121159265
410,-0.005996838
411,-0.016331377
412,-0.021431293
413,0.004649875
414,-0.021596225
415,-0.008637252
416,-0.00881784
417,0.0029606794
418,-0.017587518
419,0.0032263277
420,0.011592393
421,0.004811665
422,-0.030337283
423,-0.04139329
424,-0.08327066
425,0.014778391
426,-0.040529672
427,-0.03218032
428,-0.015067503
429,-0.03068971
430,-0.00983924
431,0.001823795
432,-0.012660782
433,-0.008254722
434,0.006569099
435,-0.034285612
436,-0.007630891
437,-0.0068360716
438,-0.010143422
439,0.0055672964
440,-0.022005752
441,0.0323792
442,-0.00826386
443,-0.0015468383
444,-0.013248357
445,-0.050913148
446,-0.03205625
447,-0.0055922503
448,0.0038842815
449,-0.014631413
450,-0.013225131
451,-0.015090272
452,-0.03070483
453,0.004695628
454,-0.022958888
455,0.0014431681
456,-0.014913018
457,0.00445734
458,0.014239304
459,-0.052991204
460,-0.01998784
461,0.005215889
462,4.9532217e-05
463,-0.02272637
464,0.017812107
465,0.0021268972
466,-0.0160825
467,-0.0026811147
468,-0.033152875
469,-0.028278204
470,0.0041687754
471,0.013504128
472,-0.015349376
473,-0.042910513
474,0.0041723023
475,-0.039506093
476,-0.023068244
477,-0.0131086465
478,-0.030477338
479,-0.055378355
480,0.021801312
481,0.00615519
482,-0.0059905006
483,-0.0062796865
484,-0.0139900595
485,-0.010904571
486,-0.061663654
487,-0.01059626
488,-0.046258103
489,-0.001231744
490,-0.011573292
491,-0.06371711
492,-0.020613791
493,-0.042774227
494,0.012929017
495,-0.03541818
496,-0.039983418
497,-0.01984574
498,-0.019248057
499,-0.065986454
500,-0.021578591
501,0.004207325
502,0.009281805
503,-0.02198316
504,-0.0022812623
505,-0.010583544
506,0.004428561
507,0.01626584
508,-0.032987967
509,0.005069874
510,-0.01982805
511,-0.039530654
512,-0.006978127
513,0.0017258535
514,0.03226021
515,-0.025564265
516,0.0042928727
517,-0.011571032
518,0.010742545
519,0.018815335
520,0.021733567
521,-0.00993506
522,0.0020967652
523,0.008892396
524,0.019229664
525,0.00852551
526,-0.0034437755
527,0.037439216
528,-0.0030098096
529,-0.0012777881
530,0.02519865
531,0.018755583
532,0.006325531
533,0.0028226888
534,-0.007774622
535,0.018582227
536,-0.0098470915
537,0.034026854
538,0.019023923
539,-0.01619108
540,0.0062039793
541,-0.01204657
542,0.016958619
543,-0.019999754
544,-0.01852727
545,0.004849881
546,-0.025805576
547,-0.005726647
548,0.0057359342
549,-0.006658882
550,-0.023086254
551,0.04528974
552,-0.022147328
553,0.021773342
554,0.023321472
555,0.034846947
556,-0.012745791
557,0.020413341
558,0.0022345523
559,-0.019606574
560,-0.005818226
561,-0.00080959144
562,0.0019726767
563,-0.037606936
564,-0.011867032
565,0.008475482
566,0.018062817
567,-0.01469881
568,-4.962657e-05
569,-0.054465774
570,0.000539824
571,0.00987894
572,-0.028961891
573,-0.024182498
574,0.021214616
575,0.013219172
576,0.0010526406
577,0.00887738
578,-0.023766883
579,0.03501343
580,-0.012118798
581,-0.0024456182
582,0.027001133
583,0.013680889
584,-0.005707955
585,0.0068915393
586,-0.045148436
587,0.035556547
588,0.025060799
589,0.020801235
590,0.011037825
591,-0.028497886
592,-0.0003501633
593,0.00012286437
594,0.018222366
595,-0.015680669
596,-0.014870345
597,0.0021031082
598,0.0041411947
599,-0.036648586
600,-0.014365595
601,0.04015805
602,-0.017508946
603,0.03809119
604,0.021490926
605,-0.01108942
606,0.011356976
607,0.008900526
608,0.0075389883
609,5.1076197e-05
610,-0.0031901798
611,0.0141671505
612,0.0027426076
613,-0.016290016
614,0.031054687
615,0.0011524039
616,-0.022559153
617,-0.00451543
618,0.013255915
619,0.028214397
620,0.019104768
621,0.01824478
622,0.038325522
623,0.021019405
624,-0.025776582
625,0.033806633
626,0.036414932
627,0.025054658
628,0.02155305
629,-0.014397713
630,0.028275715
631,0.009072658
632,-0.02881974
633,0.022776794
634,-0.0012047511
635,0.0063187433
636,0.011437496
637,0.010407189
638,0.042750433
639,-0.044464067
640,-0.006315005
641,-0.020220455
642,-0.008888682
643,-0.00614051
644,-0.019940192
645,-0.044595096
646,0.009039628
647,0.007909319
648,-0.017085897
649,-0.00683478
650,0.010793423
651,0.008726193
652,-0.013296203
653,-0.012135498
654,0.0018351399
655,0.008770006
656,0.0120949745
657,0.0023168959
658,0.010579732
659,-0.015804889
660,-0.02052113
661,0.01058315
662,-0.008974903
663,-0.045557223
664,-0.046954114
665,-0.012502031
666,-0.023684008
667,0.008560067
668,-0.02854583
669,-0.0061563407
670,-0.012429138
671,-0.0021347345
672,-0.016718265
673,0.017740833
674,-0.012060671
675,-0.01345307
676,0.015066129
677,0.0014954193
678,-0.020905675
679,0.07865589
680,-0.051724903
681,-0.002057054
682,0.0077874633
683,-0.0037865795
684,0.0061778296
685,-0.014346824
686,-0.005870574
687,0.036890127
688,-0.010802202
689,-0.014455133
690,-0.018584842
691,-0.016245529
692,0.0013447746
693,0.000964521
694,-0.0070218747
695,-0.0029118995
696,-0.006880106
697,0.0071996497
698,-0.031311795
699,-0.010718338
700,-0.00052323367
701,-0.027455114
702,-0.0038711086
703,0.023073807
704,-0.007865036
705,0.006733117
706,-0.015328538
707,-0.018317914
708,-0.026778916
709,0.0050326935
710,-0.0340118
711,0.020372258
712,0.0074157994
713,0.0044691623
714,0.0158246
715,-0.014260671
716,-0.0134648485
717,-0.03676267
718,-0.0031236128
719,-0.015317718
720,0.017515853
721,-0.0028575398
722,-0.010352867
723,0.00917426
724,-0.015753584
725,-0.0120519325
726,-0.01279328
727,-0.013711345
728,-0.0058676554
729,-0.03889249
730,-0.009945721
731,0.0020944234
732,-0.031801607
733,-0.021248981
734,0.015006266
735,0.024034265
736,0.030280465
737,0.014654512
738,0.00669476
739,0.0029406818
740,-0.020528084
741,-0.0077176336
742,0.008466767
743,-0.015186923
744,-0.01593916
745,0.016192388
746,0.0054628886
747,-0.025600845
748,-0.024018334
749,0.007998056
750,0.019958718
751,-0.008010327
752,-0.032506168
753,0.058601238
754,-0.011792274
755,0.00473491
756,-0.02794213
757,-0.0025879648
758,0.028458076
759,-0.03577542
760,-0.012738904
761,-0.016851772
762,-0.00735923
763,0.0011254147
764,0.0039344253
765,0.018653343
766,0.0052403966
767,-0.037981663
768,-0.106783494
769,0.004165649
770,0.038135383
771,0.060392287
772,0.009327726
773,-0.03624848
774,0.03894047
775,0.08556673
776,0.03977544
777,0.060508616
778,0.036896206
779,0.017064003
780,-0.0034746085
781,0.005125303
782,0.06950044
783,0.031976026
784,-0.016484603
785,0.104507506
786,0.058752894
787,0.09009921
788,0.078845695
789,0.016742988
790,-0.041643955
791,-0.0060643917
792,-0.070291504
793,0.01769722
794,0.07088804
795,0.040072747
796,-0.046587948
797,-0.007101705
798,0.08597323
799,0.047893275
800,-0.025395187
801,0.040945984
802,0.009992347
803,-0.018407729
804,0.010792349
805,-0.0033086524
806,0.045665238
807,0.08155405
808,-0.00705304
809,0.015059955
810,-0.028988395
811,-0.028097684
812,-0.007416399
813,0.043160643
814,0.0049750977
815,0.025424415
816,0.0068309875
817,0.03880092
818,0.006537606
819,0.03835686
820,0.037307415
821,0.050899707
822,0.08147237
823,-0.006339078
824,0.06833161
825,-0.031076552
826,0.07335072
827,-0.011032793
828,-0.036181048
829,-0.034054555
830,0.042651363
831,-0.01423274
832,-0.0016917082
833,0.03890592
834,-0.011279769
835,-0.0046779774
836,0.03910437
837,0.02392085
838,0.025222244
839,-0.020716289
840,0.003804957
841,0.03102694
842,0.04621526
843,0.046120618
844,-0.008577809
845,0.036417104
846,-0.0014508714
847,0.04813403
848,0.02051535
849,-0.005209511
850,0.0010539449
851,0.037931778
852,0.01616388
853,0.09175781
854,-0.005058391
855,-0.0468037
856,0.051730156
857,0.02925502
858,0.01214182
859,0.045088645
860,0.0015423544
861,0.036233183
862,0.12067731
863,0.07504617
864,0.01871684
865,0.00501527
866,0.028215455
867,0.014475584
868,0.041429248
869,0.049380977
870,0.07235004
871,0.10039318
872,0.033437263
873,0.064747855
874,0.096389726
875,0.0013420669
876,0.032886036
877,0.055660605
878,0.02276669
879,0.08116167
880,0.020829236
881,0.059314754
882,0.054309312
883,0.038397815
884,0.01719601
885,0.010106615
886,0.027216434
887,0.008582557
888,0.01810625
889,0.016508453
890,-0.0016242249
891,-0.0009905425
892,0.08083031
893,0.0122968415
894,-0.021868574
895,-0.018405382
896,-0.0054158657
897,-0.019962462
898,-0.019198675
899,0.058478147
900,-0.016473563
901,-0.0034603458
902,-0.010203001
903,-0.006817067
904,-0.02882455
905,-0.017987661
906,0.0028960602
907,-0.049746837
908,-0.03943823
909,-0.00058594014
910,0.07182893
911,-0.042931017
912,-0.015599057
913,-0.008726049
914,-0.013430165
915,0.0067574144
916,-0.0043165507
917,-0.062955886
918,0.0024605016
919,0.13098964
920,0.051377337
921,-0.07297334
922,0.07067799
923,-0.025995117
924,-0.0049246
925,0.0042939065
926,0.013175749
927,-0.037869412
928,-0.015859284
929,-0.02124996
930,-0.0101388935
931,-0.009703833
932,-0.048259296
933,-0.0037658606
934,-0.009971658
935,-0.034712903
936,0.026705755
937,-0.09474828
938,-0.07178268
939,-0.040839992
940,-0.03982777
941,-0.06258679
942,0.0016332802
943,-0.014039948
944,0.0020679394
945,0.03259553
946,-0.013573054
947,0.06223558
948,-0.024239296
949,-0.045498308
950,0.03149178
951,0.0012933505
952,0.006615233
953,-0.07423729
954,0.012181785
955,-0.005769976
956,-0.009930294
957,-0.024058813
958,-0.049153782
959,-0.0016980558
960,-0.014066628
961,0.00033444678
962,-0.0066775
963,-0.053770177
964,-0.04973275
965,-0.016313447
966,-0.067785144
967,-0.026846156
968,-0.0077265017
969,-0.04833116
970,0.039709147
971,-0.021567378
972,-0.026424749
973,0.14366576
974,-0.013457687
975,0.056856465
976,-0.036254305
977,-0.0023990811
978,-0.008885659
979,-0.028666927
980,0.04946474
981,0.01465957
982,-0.0025478299
983,-0.00026403557
984,-0.022357821
985,-0.08258811
986,0.0050425204
987,-0.03700974
988,-0.05071964
989,-0.005671729
990,0.012594058
991,-0.030640969
992,-0.069099106
993,-0.012271061
994,-0.008943344
995,-0.029019864
996,-0.036922064
997,0.03510548
998,-0.016946027
999,-0.009774748
1000,0.060368452
1001,0.0014876606
1002,-0.026419176
1003,-0.028739091
1004,-0.051746648
1005,0.0027050623
1006,-0.05242948
1007,0.0054406594
1008,0.06320643
1009,-0.027529614
1010,-0.06877677
1011,-0.0135979615
1012,-0.06170738
1013,0.0056348364
1014,-0.06410495
1015,-0.03965131
1016,-0.02363436
1017,-0.05632724
1018,0.015370243
1019,-0.0075448644
1020,0.0037253012
1021,-0.048161004
1022,-0.0505189
1023,-0.013586907
1024,0.04953318
1025,0.0041243965
1026,-0.03475539
1027,-0.016738761
1028,-0.004022136
1029,-0.02813053
1030,-0.032831267
1031,-0.060803354
1032,-0.039299507
1033,-0.013454567
1034,-0.02290919
1035,0.030969812
1036,0.003211824
1037,-0.011623515
1038,-0.0092171915
1039,-0.0048560444
1040,-0.0023879146
1041,-0.03902512
1042,-0.01559008
1043,-0.03976492
1044,-0.041787196
1045,0.036481295
1046,0.039646365
1047,-0.010067264
1048,-0.013430509
1049,0.011852627
1050,0.0015606841
1051,-0.04339395
1052,-0.020393683
1053,-0.021664754
1054,-0.028675634
1055,-0.047496993
1056,-0.02258518
1057,-0.02438086
1058,-0.0025239985
1059,-0.016277445
1060,0.026376255
1061,0.004930974
1062,-0.0047090445
1063,0.0039755404
1064,0.028501522
1065,0.035305962
1066,-0.015392756
1067,-0.026227618
1068,0.025208933
1069,0.0039736666
1070,-0.01537917
1071,0.00030584238
1072,0.0022186835
1073,-0.025567552
1074,0.0118632745
1075,-0.009133721
1076,-0.013233756
1077,0.027289655
1078,-0.033429213
1079,-0.009867987
1080,-0.028120516
1081,0.031859983
1082,-0.015564742
1083,-0.015490653
1084,-0.00065360835
1085,0.0142247435
1086,-0.0094533255
1087,0.013685067
1088,0.005885244
1089,-0.039055265
1090,0.004739046
1091,0.00036964822
1092,-0.0120904
1093,0.01924502
1094,-0.013521958
1095,-0.006312316
1096,0.051373277
1097,0.022975305
1098,0.00093043916
1099,-0.04419128
1100,-0.018533397
1101,0.0036567017
1102,0.017737295
1103,-0.03175706
1104,0.027514732
1105,-0.012906235
1106,0.007189774
1107,-0.0344521
1108,-0.034728486
1109,-0.029918555
1110,0.009372957
1111,0.04084685
1112,-0.043214034
1113,0.0062928093
1114,0.009171368
1115,-0.033832636
1116,0.016511414
1117,-0.006888501
1118,-0.042708956
1119,-0.03510846
1120,0.012984192
1121,-0.021319093
1122,-0.02976702
1123,0.005604499
1124,0.008652731
1125,-0.021818902
1126,-0.083525166
1127,-0.020338075
1128,-0.029423108
1129,-0.0087228315
1130,0.01632512
1131,-0.013482012
1132,-0.0074827154
1133,-0.058842942
1134,0.036391508
1135,-0.04722944
1136,-0.014462524
1137,-0.020053783
1138,-0.0011964373
1139,-0.055851366
1140,0.007819287
1141,0.010754401
1142,0.020002535
1143,0.0042047217
1144,0.012659954
1145,0.014913531
1146,-0.004900696
1147,0.004129841
1148,-0.03803173
1149,0.025358947
1150,0.02958855
1151,0.028103087
1152,0.041259907
1153,0.0031082034
1154,0.02853894
1155,-0.00077483954
1156,-0.026039228
1157,0.023764042
1158,-0.018861882
1159,-0.015227814
1160,0.02503197
1161,9.581476e-06
1162,-0.0069991453
1163,-0.005902108
1164,-0.033905227
1165,-0.017863886
1166,-0.037598457
1167,-0.0043638744
1168,-0.016305342
1169,-0.01198076
1170,-0.010001326
1171,-0.020901982
1172,0.0016531368
1173,-0.013623317
1174,0.04116671
1175,-0.025701083
1176,0.028900422
1177,0.0073359646
1178,-0.007078341
1179,0.012356023
1180,-0.044004694
1181,0.009408249
1182,-0.011013104
1183,-0.0040158075
1184,-0.013226809
1185,0.007858487
1186,-0.0237707
1187,0.0058877026
1188,-0.00621141
1189,0.01443538
1190,-0.0015723894
1191,-0.025924107
1192,-0.002638219
1193,-0.014801695
1194,0.000530342
1195,0.040077467
1196,0.0019074536
1197,-0.00039480987
1198,-0.0009672471
1199,0.039015304
1200,-0.022908596
1201,-0.008452808
1202,0.004457075
1203,0.018934282
1204,0.00940585
1205,-0.009897043
1206,-0.006227626
1207,-0.004003733
1208,-0.012402265
1209,0.03142961
1210,-0.025613425
1211,-0.004155628
1212,-0.038176276
1213,-0.0041888095
1214,0.0051027494
1215,-0.020584518
1216,-0.009210242
1217,-0.0051810844
1218,0.0013022432
1219,0.011567626
1220,-0.01159414
1221,-0.022836482
1222,0.027274147
1223,0.031100292
1224,-0.006419113
1225,-0.0067357426
1226,0.06893931
1227,0.010009446
1228,-0.0060267816
1229,-0.02467038
1230,-0.036327288
1231,-0.007830065
1232,-0.00078629167
1233,-0.012298839
1234,-0.024595328
1235,0.015464364
1236,-0.04306805
1237,-0.027731054
1238,0.003689908
1239,0.03757938
1240,0.01893729
1241,0.0039194818
1242,-0.006160819
1243,-0.015818875
1244,0.011432087
1245,-0.017436223
1246,-0.026656406
1247,0.0071038827
1248,-0.0017372931
1249,0.014653781
1250,-0.010571954
1251,-0.005387307
1252,-0.016599359
1253,-0.066765174
1254,0.00770333
1255,-0.010769078
1256,-0.0061214655
1257,-0.023346074
1258,0.01434066
1259,0.015834061
1260,0.03630378
1261,-0.0002282486
1262,-0.006178942
1263,-0.0051656794
1264,0.025976403
1265,-0.042185634
1266,-0.032815978
1267,0.026149908
1268,-0.017085152
1269,0.02665242
1270,-0.016097207
1271,-0.0320584
1272,-0.018913556
1273,-0.032862503
1274,-0.025097732
1275,-0.0084973825
1276,-0.019728377
1277,-0.009775135
1278,-0.045763813
1279,0.0069870185
1280,-0.00881608
1281,-0.0118122725
1282,-0.054865103
1283,-0.027835516
1284,0.002143242
1285,-0.04805664
1286,-0.006015144
1287,-0.029759662
1288,-0.06136789
1289,0.000433053
1290,-0.019991852
1291,0.019964939
1292,-0.02366566
1293,0.0028697578
1294,-0.01262048
1295,-0.008497804
1296,-0.018515177
1297,-0.017610684
1298,-0.0027501243
1299,-0.026080044
1300,-0.019146197
1301,0.017709749
1302,-0.008818915
1303,-0.011949179
1304,0.0010998204
1305,-0.013529342
1306,-0.014792558
1307,-0.04999309
1308,-0.018378735
1309,-0.0030950927
1310,-0.035181858
1311,-0.030571058
1312,-0.0035254387
1313,-0.042499784
1314,-0.011595375
1315,-0.02070285
1316,0.023913937
1317,-0.010104462
1318,-0.024186479
1319,0.0009812503
1320,-0.049539495
1321,0.025289156
1322,-0.008210276
1323,0.014459547
1324,-0.015226709
1325,0.001509889
1326,0.0056233266
1327,0.016157178
1328,0.008052741
1329,-0.031475864
1330,-0.006538986
1331,-0.031816877
1332,-0.03363426
1333,0.01351002
1334,-0.036438867
1335,-0.02385284
1336,-0.028744921
1337,0.0096923895
1338,-0.014726345
1339,0.011229612
1340,-0.028872943
1341,-0.05761703
1342,-0.009695741
1343,-0.006875511
1344,-0.014838202
1345,-0.020516003
1346,0.009712515
1347,0.006283098
1348,-0.008074855
1349,0.0047554323
1350,-0.0054608816
1351,-0.019594973
1352,0.026597878
1353,0.0042656576
1354,-0.010970168
1355,-0.043427136
1356,0.013672649
1357,-0.018336594
1358,0.010084428
1359,-0.047408517
1360,0.0053296103
1361,-0.012694641
1362,0.009400496
1363,-0.009466182
1364,-0.027840547
1365,-0.027831232
1366,-0.0057005603
1367,-0.003823602
1368,-0.03406868
1369,-0.017502515
1370,-0.012353612
1371,-0.010281849
1372,-0.021237347
1373,-0.018043615
1374,-0.031596173
1375,-0.041714597
1376,0.027081935
1377,-0.0055070147
1378,-0.024210077
1379,0.016355857
1380,0.0034258396
1381,-0.02576004
1382,-0.049828764
1383,-0.00040096874
1384,-0.06099043
1385,0.0069291517
1386,0.021667317
1387,-0.024948651
1388,-0.011738896
1389,-0.053284876
1390,0.021076808
1391,-0.037204392
1392,-0.056488678
1393,0.018615786
1394,0.0065052663
1395,-0.06336139
1396,0.0023295044
1397,-0.0028358905
1398,0.015820576
1399,0.0019234519
1400,-0.025496967
1401,-0.013133328
1402,-0.0021239258
1403,-0.0056298515
1404,-0.013805254
1405,0.0061712386
1406,0.014029618
1407,-0.039597623
1408,0.002677044
1409,0.005938171
1410,-0.016786765
1411,0.11775482
1412,-0.024572851
1413,0.016651614
1414,-0.011929808
1415,0.0017105413
1416,-0.009512464
1417,-0.0084425965
1418,0.009749737
1419,-0.035100345
1420,-0.054181438
1421,0.003234367
1422,-0.021216666
1423,-0.010722154
1424,-0.008519832
1425,-0.011547833
1426,-0.007750242
1427,-0.007773674
1428,-0.012979478
1429,-0.025641823
1430,0.008668903
1431,-0.0017493211
1432,0.00666621
1433,0.0077068564
1434,-0.027306503
1435,0.058461588
1436,-0.023630012
1437,-0.001414057
1438,-0.006329099
1439,0.08463094
1440,0.036277995
1441,0.03722501
1442,-0.0031044856
1443,0.04133276
1444,-0.021809489
1445,-0.0014631981
1446,-0.008776646
1447,-0.010089545
1448,0.008342814
1449,-0.017776236
1450,-0.026407182
1451,-0.01711307
1452,0.0065000034
1453,-0.04241866
1454,0.012261621
1455,0.045965325
1456,-0.003151886
1457,0.06827361
1458,-0.010816269
1459,0.08633804
1460,0.09153169
1461,-0.04587506
1462,-0.009523153
1463,0.0011775072
1464,-0.00843505
1465,0.07565083
1466,-0.0038604497
1467,-0.009888519
1468,0.0059976326
1469,-0.023602275
1470,-0.0032644093
1471,-0.012913285
1472,0.026300617
1473,-0.0021949625
1474,-0.00936746
1475,-0.0077155754
1476,-0.0051313993
1477,-0.025901845
1478,-0.011658103
1479,0.035685744
1480,-0.017183453
1481,-0.0010519357
1482,0.115254626
1483,-0.02078843
1484,0.04422149
1485,0.0072301235
1486,-0.03410886
1487,0.07382942
1488,-0.023413725
1489,0.010893956
1490,-0.020732556
1491,0.07753278
1492,0.027573362
1493,-0.021106116
1494,0.0066468893
1495,0.012948571
1496,0.098383315
1497,-0.012663613
1498,0.0037250018
1499,0.0063041127
1500,-0.0006736561
1501,0.0031985953
1502,-0.0014514284
1503,-0.010961423
1504,-0.009300339
1505,0.04529795
1506,0.03949152
1507,-0.0709244
1508,-0.033397987
1509,0.03015725
1510,-0.013112035
1511,-0.02000622
1512,0.032305215
1513,-0.0018273212
1514,-0.027928479
1515,-0.0042159217
1516,-0.021331916
1517,-0.022556078
1518,-0.04813522
1519,0.004488851
1520,0.06724345
1521,-0.0029378214
1522,-0.077580735
1523,-0.011944095
1524,-0.07551633
1525,0.02356254
1526,-0.016418105
1527,-3.552498e-05
